codigoDeBarras|idLivro|exemplar|dataAquisicaoExemplar|dataCadastroSistema|classificacao|areaConhecimento|autores|titulo|ano|isbn|editora|paginas
97483573|306996|1|30/01/2016|12/05/2016|621.314 J82t 2008 Ac.306996|TRANSFORMADORES|JORDÃO, Rubens Guedes. |Transformadores. |2002|9788521203162|São Paulo: Blucher|197
97483574|306996|2|30/01/2016|12/05/2016|621.314 J82t 2008 Ac.306996|TRANSFORMADORES|JORDÃO, Rubens Guedes. |Transformadores. |2002|9788521203162|São Paulo: Blucher|197
97483603|277396|1|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483604|277396|2|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483605|277396|3|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483606|277396|4|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483607|277396|5|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483608|277396|6|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483609|277396|7|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483610|277396|8|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97483611|277396|9|23/03/2016|13/05/2016|370.7 D555 Ac.277396|EDUCAÇÃO - ESTUDO E ENSINO|CANDAU, Vera Lúcia (Org.). |Didática, currículo e saberes escolares. |2002|8574900834|2. ed. Rio de Janeiro: DP&A|197
97460226|273864|1|23/03/2015|23/03/2015|Au833 M987j Ac.273864|FICÇÃO ALEMÃ|MUSIL, Robert. |O jovem Törless. |1986|8574025100|Rio de Janeiro: Rio Grafica|198
97501348|313051|1|14/10/2016|11/04/2017|158.1 B995s Ac.313051|SUCESSO, AUTO-REALIZAÇÃO, ETC.|BYRNE, Rhonda. |The secret =  o segredo. |198p|9788500019531|Rio de Janeiro: Sextante, c2015|198
97486773|307809|1|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97496598|307809|10|14/10/2016|25/11/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97486774|307809|2|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97486775|307809|3|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97486776|307809|4|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97486777|307809|5|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97486778|307809|6|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97486779|307809|7|23/03/2016|14/06/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97496596|307809|8|14/10/2016|25/11/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97496597|307809|9|14/10/2016|25/11/2016|809.89282 Z69c Ac.307809|LITERATURA INFANTO-JUVENIL - HISTÓRIA E CRÍTICA|ZILBERMAN, Regina. |Como e por que ler a Literatura Infantil Brasileira. |2014|8573026634|Rio de Janeiro: Objetiva|198
97462209|296339|1|24/03/2014|30/04/2015|378.81 D541a Ac.296339|ENSINO SUPERIOR - BRASIL|DIAS SOBRINHO, José. |Avaliação:   políticas educacionais e reformas da educação superior. |2003|8524909625 |São Paulo: Cortez|198
97496605|296339|2|14/10/2016|25/11/2016|378.81 D541a Ac.296339|ENSINO SUPERIOR - BRASIL|DIAS SOBRINHO, José. |Avaliação:   políticas educacionais e reformas da educação superior. |2003|8524909625 |São Paulo: Cortez|198
97496606|296339|3|14/10/2016|25/11/2016|378.81 D541a Ac.296339|ENSINO SUPERIOR - BRASIL|DIAS SOBRINHO, José. |Avaliação:   políticas educacionais e reformas da educação superior. |2003|8524909625 |São Paulo: Cortez|198
97496607|296339|4|14/10/2016|25/11/2016|378.81 D541a Ac.296339|ENSINO SUPERIOR - BRASIL|DIAS SOBRINHO, José. |Avaliação:   políticas educacionais e reformas da educação superior. |2003|8524909625 |São Paulo: Cortez|198
97496608|296339|5|14/10/2016|25/11/2016|378.81 D541a Ac.296339|ENSINO SUPERIOR - BRASIL|DIAS SOBRINHO, José. |Avaliação:   políticas educacionais e reformas da educação superior. |2003|8524909625 |São Paulo: Cortez|198
97482529|276319|1|30/01/2016|02/05/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499179|276319|1|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497131|276319|10|29/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499188|276319|10|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497132|276319|11|29/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499189|276319|11|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497133|276319|12|29/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499190|276319|12|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497134|276319|13|29/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499191|276319|13|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497135|276319|14|29/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499192|276319|14|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97481480|276319|2|30/01/2016|07/04/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499180|276319|2|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497124|276319|3|30/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499181|276319|3|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497125|276319|4|30/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499182|276319|4|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497126|276319|5|30/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499183|276319|5|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497127|276319|6|30/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499184|276319|6|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497128|276319|7|30/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499185|276319|7|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497129|276319|8|30/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499186|276319|8|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97497130|276319|9|29/01/2016|07/12/2016|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97499187|276319|9|30/01/2016|21/02/2017|R 469.3 H835d Ac.276319|LÍNGUA PORTUGUESA - DICIONÁRIOS|HOUAISS, Antônio; VILLAR, Mauro; FRANCO, Francisco Manoel de Mello. |Dicionário Houaiss da língua portuguesa:   com a nova ortografia da língua portuguesa. |2009|9788573029635|Rio de Janeiro: Objetiva|1986
97496898|311590|1|14/10/2016|30/11/2016|823 B955L Ac.311590|FICÇÃO INGLESA|BURGESS, Anthony. |Laranja mecânica. |2014|9788576570035|2.ed. São Paulo, SP: Aleph|199
97378910|282400|1|22/07/2011|04/01/2012|B869.1 O48v Ac.282400|POESIA BRASILEIRA|OLIVEIRA, Idésio de. |Versos para instrumentos de cordas. |2007|9788574743288|Florianópolis: Insular|199
97378911|282400|1|22/07/2011|04/01/2012|B869.1 O48v Ac.282400|POESIA BRASILEIRA|OLIVEIRA, Idésio de. |Versos para instrumentos de cordas. |2007|9788574743288|Florianópolis: Insular|199
97489276|309524|1|23/03/2016|21/07/2016|371.102 M938s Ac.309524|ENSINO|MOYLES, Janet R. |Só brincar:   o papel do brincar na educação infantil . |2002|9788573076639|Porto Alegre: Artmed|199
97489277|309524|2|23/03/2016|21/07/2016|371.102 M938s Ac.309524|ENSINO|MOYLES, Janet R. |Só brincar:   o papel do brincar na educação infantil . |2002|9788573076639|Porto Alegre: Artmed|199
97486615|281345|1|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486616|281345|2|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486617|281345|3|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486618|281345|4|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486619|281345|5|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486620|281345|6|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486621|281345|7|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486622|281345|8|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97486623|281345|9|23/03/2016|13/06/2016|375 H557o Ac.281345|CURRÍCULOS|HERNÁNDEZ, F.; VENTURA, Montserrat. |A organização do currículo por projetos de trabalho:   o conhecimento é um caleidoscópio . |1998|8573073667 |5. ed. Porto Alegre: Artmed|199
97457881|276653|1|15/01/2015|02/03/2015|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483632|276653|10|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483633|276653|11|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97457882|276653|2|15/01/2015|02/03/2015|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483625|276653|3|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483626|276653|4|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483627|276653|5|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483628|276653|6|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483629|276653|7|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483630|276653|8|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97483631|276653|9|23/03/2016|13/05/2016|300.72 G463M Ac.276653|PESQUISA SOCIAL|GIL, Antonio Carlos. |Métodos e técnicas de pesquisa social. |2008|9788522451425|6. ed. São Paulo: Atlas|200
97496328|296197|1|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496329|296197|2|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496330|296197|3|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496331|296197|4|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496332|296197|5|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496333|296197|6|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496334|296197|7|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97496335|296197|8|14/10/2016|23/11/2016|372.8607 M593 Ac.296197|EDUCAÇÃO FÍSICA - ESTUDO E ENSINO|SOARES, Carmen Lúcia et al. |Metodologia do ensino de educação física. |2009|9788524915413|2. ed. rev. São Paulo: Cortez|200
97451167|277007|1|31/10/2013|29/09/2014|005.13 S565p Ac.277007|LINGUAGEM DE PROGRAMAÇÃO|SICA, Carlos. |PHP orientado a objetos:   fale a linguagem da internet. |2006|9788573935530|Rio de Janeiro: Ciência Moderna|200
97451168|277007|2|31/10/2013|29/09/2014|005.13 S565p Ac.277007|LINGUAGEM DE PROGRAMAÇÃO|SICA, Carlos. |PHP orientado a objetos:   fale a linguagem da internet. |2006|9788573935530|Rio de Janeiro: Ciência Moderna|200
97489395|308381|1|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489396|308381|2|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489397|308381|3|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489398|308381|4|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489399|308381|5|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489400|308381|6|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489401|308381|7|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
97489402|308381|8|23/03/2016|21/07/2016|372.21 E45 Ac.308381|EDUCAÇÃO PRÉ-ESCOLAR|OSTETTO, Luciana Esmeralda. |Encontros e encantamentos na educação infantil /:   partilhando experiências de estágios . |2012|9788530805814|10. ed. Campinas (SP): Papirus|200
